Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
3, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32282830559978, 9.297557458068917, 0.2, 0.4
4, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32282830559978, 6.224207722315114, 0.3, 0.5
5, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -2.9035428080967027, -4.1799991035452875, -36.75305357085473, -78.332115445384, 6.896694588764775, 0.4, 0.6
6, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -4.1799991035452875, -36.74355047026154, -78.32256990552443, 11.422386164538652, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33232970841055, 10.935306921285386, 0.6, 0.8
8, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.8787478625754, -4.1835342631666785, -36.47085471583682, -78.32277927527738, 12.397279440807155, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.903552573731016, -0.3435306010538115, -40.962134824937955, -78.3323011497792, 9.034551980307066, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.8968728798607635, -2.879997863767494, -78.3220627803941, -2.8968728798607635, -2.879997863767494, -78.3220627803941, -78.3220627803941, 1.4210854715202004e-14, 0.01, 0.1
1, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -4.1799991035452875, -2.879997863767494, -36.74355047026154, -78.32261234347452, 6.675467865561243, 0.05, 0.2
2, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -4.159999084471783, -2.8999978828409985, -38.268922655339615, -78.32261234347453, 5.434125718564985, 0.1, 0.3
3, -2.903513511193763, -2.879997863767494, -78.32282829833808, -2.903513511193763, -4.159999084471783, -38.26913861020318, -78.32282829833808, 4.150298359454305, 0.2, 0.4
4, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -4.1799991035452875, -36.74355047026154, -78.32261234347453, 6.034425727614769, 0.3, 0.5
5, -2.9035330424623895, -2.9200076675488162, -78.32761282019861, -0.3435306010538115, -2.9200076675488162, -40.95741624355803, -78.32761282019861, 6.317723767963965, 0.4, 0.6
6, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -2.9035330424623895, -0.31874542116682125, -40.77065726260817, -78.32282660650107, 6.690030971702624, 0.5, 0.7
7, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -0.3435306010538115, -40.95263172895919, -78.32282777726569, 6.181928476150464, 0.6, 0.8
8, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.1835342631666785, -2.879997863767494, -36.47188649570549, -78.32253155672912, 9.298181750472448, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33226464575972, 9.722742636349478, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.9200076675488162, -2.879997863767494, -78.31810971828912, -2.92032016784684, -2.879997863767494, -78.31792848696087, -78.31810971828912, 1.8032289482451654e-05, 0.01, 0.1
1, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -4.1799991035452875, -2.879997863767494, -36.74355047026154, -78.32261234347452, 5.715234890386148, 0.05, 0.2
2, -2.8999978828409985, -2.8999978828409985, -78.33189948325875, 2.2200069999761585, -2.8999978828409985, -60.89866442635936, -78.33189948325875, 2.69736266223486, 0.1, 0.3
3, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.879997863767494, -0.3199954223589154, -40.770585140381556, -78.31332520369028, 5.7338237645441446, 0.2, 0.4
4, -2.9035330424623895, -2.905007653243688, -78.3322938391386, -2.9035330424623895, -4.185008873947977, -36.36774254126999, -78.3322938391386, 9.223084719935198, 0.3, 0.5
5, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33233140552746, 6.637396571425139, 0.4, 0.6
6, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -4.1799991035452875, -36.74355047026154, -78.32260634015327, 6.203143272083366, 0.5, 0.7
7, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32279686074077, 10.289661988146626, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33222333988843, 10.944718160887204, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9029568700379085, -36.48138383874862, -78.33187781637125, 10.822922457598262, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.9050271845123143, -2.9036599957084617, -78.33229256205624, -2.9050271845123143, -3.063660148296498, -77.86476078642261, -78.33229256205624, 0.046518824320361404, 0.01, 0.1
1, -2.879997863767494, -2.905007653243688, -78.32279073722911, -2.879997863767494, -2.907507655627876, -78.32255491276078, -78.32279073722911, 2.978110649362929e-05, 0.05, 0.2
2, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.879997863767494, 2.2400070190496626, -61.109383956462956, -78.31332520369028, 2.5253609290570425, 0.1, 0.3
3, -2.905007653243688, -2.9037576520515938, -78.33229297437876, -4.185008873947977, -2.9037576520515938, -36.367741676510164, -78.33229297437876, 4.711163411001721, 0.2, 0.4
4, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32282830559978, 8.041310754768539, 0.3, 0.5
5, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -4.1799991035452875, -36.74355047026154, -78.32261234347453, 8.76633080489424, 0.4, 0.6
6, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.8999978828409985, -4.1835342631666785, -36.481173635489725, -78.33211518285732, 10.14732678442674, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -0.3435306010538115, -40.96213483086868, -78.33232970841055, 7.409930403523179, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.904958825072122, -36.48135447820959, -78.33230350596068, 11.296623967562727, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183573325703931, -2.943523314975085, -36.45035731353846, -78.33221848764491, 10.730905858292036, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.9024881195908736, -2.879997863767494, -78.32280939664227, -2.9024881195908736, -2.879997863767494, -78.32280939664227, -78.32280939664227, 0.0, 0.01, 0.1
1, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -2.9835331187564074, -2.8999978828409985, -78.21845857461574, -78.332115445384, 0.01130836283285814, 0.05, 0.2
2, -2.9200076675488162, -2.8999978828409985, -78.32739685807337, -2.9200076675488162, 2.2200069999761585, -60.894161801173965, -78.32739685807337, 1.7403419307155943, 0.1, 0.3
3, -2.879997863767494, -2.905007653243688, -78.32279073722911, -2.879997863767494, -4.185008873947977, -36.3582394393605, -78.32279073722911, 5.07684148406478, 0.2, 0.4
4, -2.9035330424623895, -2.905007653243688, -78.3322938391386, -2.9035330424623895, -4.185008873947977, -36.36774254126999, -78.3322938391386, 6.973332803168736, 0.3, 0.5
5, -2.905007653243688, -2.9037576520515938, -78.33229297437876, -4.185008873947977, -2.9037576520515938, -36.367741676510164, -78.33229222317435, 7.0379950242113996, 0.4, 0.6
6, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33233140157853, 8.395781985273228, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33232463312012, 9.260796402679933, 0.6, 0.8
8, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1829092625706314, -36.519996371948864, -78.32250524746712, 9.186393726272042, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.184461998426436, -2.9035232768280763, -36.40991238248208, -78.33221545535463, 12.306049209352793, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.869997854230742, -2.879997863767494, -78.30359935017496, -78.31332520369028, 0.0009677102062882839, 0.01, 0.1
1, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -2.8993728822449514, -78.32252931875223, -78.32261234347453, 9.242728867925254e-06, 0.05, 0.2
2, -2.879997863767494, -2.9037576520515938, -78.32282744083994, -2.799997787473476, -2.9037576520515938, -78.15335732517875, -78.32282744083994, 0.01779294397544522, 0.1, 0.3
3, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -0.3199954223589154, -2.9035330424623895, -40.78008824229106, -78.32282830559978, 4.159653327645397, 0.2, 0.4
4, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33233140750926, 6.193741561178429, 0.3, 0.5
5, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33233140750926, 7.282303031458184, 0.4, 0.6
6, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33233140157853, 6.8646453433566945, 0.5, 0.7
7, -2.9037576520515938, -2.9035330424623895, -78.33233054274943, -4.18438387335193, -2.9035330424623895, -36.41593447330594, -78.33232891196076, 8.77230357118785, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035232768280763, -4.193534272703431, -35.70689447790049, -78.33231150073121, 8.377551153243218, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035232768280763, -4.183680747681377, -36.470108814204224, -78.33230586548314, 9.258954211694544, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.5599975585914216, -2.8799783324988675, -76.51058622224772, -2.5599780273227952, -2.8799783324988675, -76.51039274837797, -76.51058622224772, 1.9250406981671617e-05, 0.01, 0.1
1, -2.905007653243688, -2.879997863767494, -78.32279073722911, -2.905007653243688, -2.877497861383306, -78.32067448498957, -78.32279073722911, 0.00021056394285979692, 0.05, 0.2
2, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -2.579997577664926, -76.70400927194629, -78.32261234347453, 0.16104197266794232, 0.1, 0.3
3, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, 2.2164718403547674, -60.84991875177707, -78.32282830559978, 2.113462039016668, 0.2, 0.4
4, -2.9035330424623895, -2.903513511193763, -78.33233140024757, 2.2164718403547674, -2.903513511193763, -60.85942184642486, -78.33233140024757, 2.9819023635937696, 0.3, 0.5
5, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.8999978828409985, -4.1835342631666785, -36.481173635489725, -78.33211542989159, 7.136558346715215, 0.4, 0.6
6, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -4.1835342631666785, -2.8993728822449514, -36.48109061076744, -78.33211065061401, 10.385596258115884, 0.5, 0.7
7, -2.9035330424623895, -2.9037576520515938, -78.33233054274942, -2.9085330472307653, -4.183758872755883, -36.46365877393939, -78.33232831174314, 10.885518323480936, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183524497532366, -2.903562339365329, -36.482141567954415, -78.33222270983774, 10.136787435296483, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183729575852944, -2.90344515175357, -36.466347994676504, -78.33189866084959, 12.914863508398197, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.5599975585914216, -2.879997863767494, -76.51060193823696, -2.5599975585914216, -2.879997863767494, -76.51060193823696, -76.51060193823696, 1.4210854715202004e-14, 0.01, 0.1
1, -2.902497885225187, -2.9035330424623895, -78.33231284994824, 2.21750699759197, -2.9035330424623895, -60.87099350060505, -78.33231284994824, 1.737377585387085, 0.05, 0.2
2, -2.9035428080967027, -2.903435386119257, -78.33233123796572, -2.9835428843907206, -2.903435386119257, -78.21864625019502, -78.33233123796572, 0.011621975442071539, 0.1, 0.3
3, -2.9037576520515938, -2.8999978828409985, -78.33211458062418, -4.183758872755883, -2.8999978828409985, -36.46387565627111, -78.33211458062418, 7.097554173857104, 0.2, 0.4
4, -2.879997863767494, -2.5599975585914216, -76.51060193823695, -2.879997863767494, -5.12, 81.92552107815486, -76.51060193823695, 16.40802262397964, 0.3, 0.5
5, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32282830559978, 9.093277115297584, 0.4, 0.6
6, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32282044921526, 9.524985674077504, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183690513315691, -2.9035330424623895, -36.46935669617616, -78.33233101505941, 9.18774200227671, 0.6, 0.8
8, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -4.1835342631666785, -2.8899978733042464, -36.47823570016317, -78.33193592998215, 11.799715696411393, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183563560069619, -2.9035330424623895, -36.479133594133316, -78.3318754294043, 11.693902813815546, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.5599975585914216, -2.879997863767494, -76.51060193823696, -2.5593725579953746, -2.879997863767494, -76.5044063630027, -76.51060193823696, 0.0006164519523736013, 0.01, 0.1
1, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.879997863767494, -2.799997787473476, -78.1438550880291, -78.31332520369028, 0.0238014354901553, 0.05, 0.2
2, -2.9037576520515938, -2.9037576520515938, -78.33232967798959, -2.9037576520515938, -0.34375521064301573, -40.96391222821211, -78.33232967798959, 3.895499847823374, 0.1, 0.3
3, -2.8999978828409985, -2.903435386119257, -78.33211527715676, -2.8999978828409985, -0.34343294471067853, -40.96114595193287, -78.33211527715676, 4.489319998941659, 0.2, 0.4
4, -2.905007653243688, -2.8999978828409985, -78.33207787701335, -2.905007653243688, -4.1799991035452875, -36.75301600380037, -78.33207787701335, 6.49434790227392, 0.3, 0.5
5, -2.879997863767494, -2.9037576520515938, -78.32282744083994, -2.879997863767494, -4.183915122904895, -36.442552490819956, -78.32282723798933, 10.748206691512049, 0.4, 0.6
6, -2.9037576520515938, -2.9035330424623895, -78.33233054274943, -4.183758872755883, -2.9036892926114013, -36.46409120154156, -78.33233045005937, 8.405680931268943, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.183553794435305, -36.47988560378279, -78.33230463093963, 10.78968428280612, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183592856972558, -2.8835134921202585, -36.469993210907155, -78.33222070333211, 10.586700493033009, 0.7, 0.9
9, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.184813561261713, -2.879997863767494, -36.37330315574137, -78.32200725721184, 11.693366800413466, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -3.2000079345778794, -2.8999978828409985, -76.6570558265352, -3.2800080108718976, -2.8999978828409985, -75.56143952969117, -76.6570558265352, 0.10911445750468929, 0.01, 0.1
1, -2.879997863767494, -2.5599975585914216, -76.51060193823695, -2.879997863767494, -5.12, 81.92552107815486, -76.51060193823695, 15.76654829957113, 0.05, 0.2
2, -2.9036014019025824, -2.879997863767494, -78.32282822712381, -2.9836014781966003, -2.879997863767494, -78.20897453167923, -78.32282822712381, 0.016080746514677863, 0.1, 0.3
3, -2.903435386119257, -2.9037576520515938, -78.33233037452217, -2.903435386119257, -0.34375521064301573, -40.96391292474468, -78.33233037452217, 4.420899599386271, 0.2, 0.4
4, -2.903435386119257, -2.879997863767494, -78.32282813737251, -2.903435386119257, -4.159999084471783, -38.26913844923761, -78.32282813737251, 6.578089794566749, 0.3, 0.5
5, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.8999978828409985, -4.1835342631666785, -36.481173635489725, -78.332115445384, 10.909988861631836, 0.4, 0.6
6, -2.9035330424623895, -2.9037576520515938, -78.33233054274942, -2.9035330424623895, -4.183758872755883, -36.46409161839636, -78.33232643653434, 7.9181500923333825, 0.5, 0.7
7, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32266714063346, 8.984813150415626, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.183221762868655, -2.9035330424623895, -36.50544888125597, -78.33231341299793, 9.834309109101845, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035818706339556, -4.1837002789500035, -36.46860452811367, -78.33059168321225, 10.807697800831514, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.905007653243688, -2.8599978446939893, -78.29999688121384, -2.905007653243688, -2.8599978446939893, -78.29999688121384, -78.29999688121384, 2.842170943040401e-14, 0.01, 0.1
1, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -4.1799991035452875, -2.879997863767494, -36.74355047026154, -78.32261234347452, 4.216993317997508, 0.05, 0.2
2, -2.905007653243688, -2.905007653243688, -78.33225627076794, -2.905007653243688, -4.185008873947977, -36.36770497289933, -78.33225627076794, 4.647309912487155, 0.1, 0.3
3, -2.9037576520515938, -2.9035428080967027, -78.33233054143314, -4.183758872755883, -2.9035428080967027, -36.464091617080065, -78.33233054143314, 4.499041642007748, 0.2, 0.4
4, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -2.9035330424623895, -0.3199954223589154, -40.78008824229104, -78.32282830559977, 7.688360004279199, 0.3, 0.5
5, -2.9035330424623895, -2.903435386119257, -78.33233123928201, -4.1835342631666785, -2.903435386119257, -36.48138942938772, -78.33233123928201, 4.976617799820918, 0.4, 0.6
6, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.899978351572372, -4.1835342631666785, -36.48117124467731, -78.3321147923759, 9.548525315974292, 0.5, 0.7
7, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.1835342631666785, -2.879997863767494, -36.47188649570549, -78.32244630579572, 9.639384732972934, 0.6, 0.8
8, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.879997863767494, -4.1835342631666785, -36.47188649570549, -78.32248220919514, 9.602450848098115, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.903679526977088, -4.183573325703931, -36.47838120993179, -78.33188317750202, 10.928909319280576, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.9036014019025824, -2.899685382542975, -78.33207553663271, -2.9036014019025824, -2.979685458836993, -78.22947580362603, -78.33207553663271, 0.010208544539214432, 0.01, 0.1
1, -2.903513511193763, -2.9035330424623895, -78.33233140024757, -2.903513511193763, -2.5835327372863173, -76.74670983654833, -78.33233140024757, 0.15805637962797922, 0.05, 0.2
2, -2.903513511193763, -2.879997863767494, -78.32282829833808, -2.903513511193763, -4.159999084471783, -38.26913861020318, -78.32282829833808, 3.98650484486772, 0.1, 0.3
3, -2.9200076675488162, -2.9035330424623895, -78.32761282019862, -2.9200076675488162, -4.1835342631666785, -36.47667101030433, -78.32761282019862, 5.799481254435435, 0.2, 0.4
4, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -4.1799991035452875, -2.879997863767494, -36.74355047026154, -78.32261234347452, 8.777072615861316, 0.3, 0.5
5, -2.879997863767494, -2.8999978828409985, -78.32261234347453, -2.879997863767494, -4.1799991035452875, -36.74355047026154, -78.32261234347453, 9.501184937557705, 0.4, 0.6
6, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -0.3435306010538115, -40.96213483086868, -78.33233140552746, 6.832608176924986, 0.5, 0.7
7, -2.8999978828409985, -2.8999978828409985, -78.33189948325875, -2.8999978828409985, -4.1799991035452875, -36.75283761004577, -78.33185965298344, 8.934654926850877, 0.6, 0.8
8, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.183592856972558, -2.879997863767494, -36.467374412341385, -78.3227016012871, 9.658610291397212, 0.7, 0.9
9, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -2.8799197386929882, -4.183544028800992, -36.4710715617944, -78.3215135556708, 11.553854367978596, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.9035428080967027, -2.8799197386929882, -78.32276536304408, -2.9035428080967027, -2.839919700545979, -78.26384308958818, -78.32276536304408, 0.005862692185438718, 0.01, 0.1
1, -2.905007653243688, -2.905007653243688, -78.33225627076794, -0.3450052118351099, -2.905007653243688, -40.97378603116297, -78.33225627076794, 3.810077088823246, 0.05, 0.2
2, -2.9037576520515938, -2.879997863767494, -78.32282744083994, -2.9037576520515938, -4.159999084471783, -38.26913775270504, -78.32282744083994, 4.321431598089441, 0.1, 0.3
3, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.1835342631666785, -2.879997863767494, -36.47188649570549, -78.32282830559977, 5.828528332227133, 0.2, 0.4
4, -2.9035330424623895, -2.903435386119257, -78.33233123928201, -4.1835342631666785, -2.903435386119257, -36.48138942938772, -78.33233123928201, 8.736927224765983, 0.3, 0.5
5, -2.9037576520515938, -2.9035330424623895, -78.33233054274943, -4.183758872755883, -2.9035330424623895, -36.46409161839637, -78.33233054274943, 7.981846521716034, 0.4, 0.6
6, -2.9037576520515938, -2.9035330424623895, -78.33233054274943, -0.34375521064301573, -3.543533652814534, -32.27513963157749, -78.3323305368187, 8.513453143111409, 0.5, 0.7
7, -2.9035330424623895, -2.9037576520515938, -78.33233054274942, -4.184784264358773, -2.901257649667406, -36.384975987596135, -78.33231548798983, 9.877262965072637, 0.6, 0.8
8, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9047928092887965, -4.3435246501204015, -22.987729304739986, -78.33222334022119, 11.004553005365452, 0.7, 0.9
9, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -4.159999084471783, -2.9042361681329427, -38.2691300907285, -78.32188995905656, 7.474548117560648, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.879997863767494, -2.903435386119257, -78.32282813737251, -2.879997863767494, -2.9134353956560095, -78.32112745271314, -78.32282806415272, 0.00016921172271792913, 0.01, 0.1
1, -2.9037576520515938, -2.8999978828409985, -78.33211458062418, -2.9037576520515938, -4.1799991035452875, -36.7530527074112, -78.33211458062418, 4.13685611501942, 0.05, 0.2
2, -2.879997863767494, -2.879997863767494, -78.31332520369028, -2.879997863767494, 2.2400070190496626, -61.109383956462956, -78.31332520369028, 1.7123379653162651, 0.1, 0.3
3, -2.879997863767494, -2.903513511193763, -78.32282829833808, -2.879997863767494, 2.216491371623394, -60.85013721849345, -78.32282829833808, 2.5461051783471453, 0.2, 0.4
4, -2.9037576520515938, -2.905007653243688, -78.33229297437877, -2.9037576520515938, -4.185008873947977, -36.367741676510164, -78.33229297437877, 7.221543044702001, 0.3, 0.5
5, -2.9037576520515938, -2.9035330424623895, -78.33233054274943, -2.9037576520515938, -0.3435306010538115, -40.962133966108844, -78.33233054274943, 4.239444233665909, 0.4, 0.6
6, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.8999978828409985, -4.1835342631666785, -36.481173635489725, -78.332115445384, 8.230574099647121, 0.5, 0.7
7, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.9035330424623895, -4.1835342631666785, -36.48138959761498, -78.33233043956375, 9.287661981700577, 0.6, 0.8
8, -2.879997863767494, -2.879997863767494, -78.31332520369028, -4.159999084471783, -2.879997863767494, -38.25963551555538, -78.31164090442003, 9.747479949824772, 0.7, 0.9
9, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -2.8836892735378967, -4.223456176239182, -33.32903128112271, -78.33229833198035, 9.16069628021831, 0.8, 1.0
Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
0, -2.8796853634694703, -2.879997863767494, -78.31307220233532, -3.199685668645543, -2.879997863767494, -76.65158078312382, -78.31307220233532, 0.16531630889758916, 0.01, 0.1
1, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -2.8999978828409985, -3.1999981689435666, -76.65717141393715, -78.32261234347452, 0.16570270159114214, 0.05, 0.2
2, -2.8999978828409985, -2.9037576520515938, -78.33211458062416, -0.33999544143242044, -2.9037576520515938, -40.93424732246713, -78.33211458062416, 5.491434505602219, 0.1, 0.3
3, -2.905007653243688, -2.879997863767494, -78.32279073722911, -0.3450052118351099, -2.8796853634694703, -40.96406749626918, -78.32279073722911, 4.279907847389095, 0.2, 0.4
4, -2.8999978828409985, -2.879997863767494, -78.32261234347452, -2.8999978828409985, -4.159999084471783, -38.268922655339615, -78.32261234347452, 5.984179448158128, 0.3, 0.5
5, -2.9035330424623895, -2.8999978828409985, -78.332115445384, -0.3435306010538115, -2.8999978828409985, -40.961918868743425, -78.332115445384, 5.8620210706079705, 0.4, 0.6
6, -2.9035330424623895, -2.9035330424623895, -78.33233140750926, -4.1835342631666785, -2.9035330424623895, -36.48138959761498, -78.33233099065446, 6.680732598898118, 0.5, 0.7
7, -2.8999978828409985, -2.9035330424623895, -78.332115445384, -2.8999588203037456, -4.1835342631666785, -36.48116884071973, -78.3320198997079, 9.925904849206358, 0.6, 0.8
8, -2.9035330424623895, -2.879997863767494, -78.32282830559977, -4.183690513315691, -2.879997863767494, -36.459853594266676, -78.3226982601266, 10.956409535789508, 0.7, 0.9
9, -2.879997863767494, -2.9035330424623895, -78.32282830559978, -4.157499082087595, -2.9032400734329924, -38.45616923067692, -78.32244773403607, 8.691608400912653, 0.8, 1.0
